48.2206 	EXP 	visual_stimulus: height = np.float64(0.03)
48.2206 	EXP 	visual_stimulus: height = np.float64(0.03)
48.2206 	EXP 	visual_stimulus: height = np.float64(0.03)
48.2206 	EXP 	visual_stimulus: height = np.float64(0.03)
48.2206 	EXP 	visual_stimulus: height = np.float64(0.03)
48.2206 	EXP 	visual_stimulus: height = np.float64(0.03)
48.2206 	EXP 	visual_stimulus: text = 'A pocket refrigerator\n\nCOOLER'
48.6968 	EXP 	Sound audio_stim reached end of file
48.7127 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
48.7061 	INFO 	Keyboard events cleared
48.7060 	EXP 	visual_stimulus: autoDraw = True
48.7060 	EXP 	auditory_icon: autoDraw = True
53.7119 	EXP 	Sound audio_stim stopped
53.7124 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'definition': 'A rainbow bridge for cars', 'word': 'OVERPASS', 'block': np.int64(1), 'modality': 'visual', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
53.7232 	EXP 	visual_stimulus: autoDraw = False
53.7232 	EXP 	auditory_icon: autoDraw = False
53.7232 	EXP 	visual_stimulus: autoDraw = False
53.7232 	EXP 	auditory_icon: autoDraw = False
53.7232 	EXP 	break_text: autoDraw = False
53.7232 	EXP 	visual_stimulus: height = np.float64(0.03)
53.7232 	EXP 	visual_stimulus: height = np.float64(0.03)
53.7232 	EXP 	visual_stimulus: height = np.float64(0.03)
53.7232 	EXP 	visual_stimulus: height = np.float64(0.03)
53.7232 	EXP 	visual_stimulus: height = np.float64(0.03)
53.7232 	EXP 	visual_stimulus: height = np.float64(0.03)
53.7232 	EXP 	visual_stimulus: text = 'A rainbow bridge for cars\n\nOVERPASS'
54.1956 	EXP 	Sound audio_stim reached end of file
54.2118 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
54.2055 	INFO 	Keyboard events cleared
54.2054 	EXP 	visual_stimulus: autoDraw = True
54.2054 	EXP 	auditory_icon: autoDraw = True
59.2103 	EXP 	Sound audio_stim stopped
59.2108 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'definition': 'A bread pillow', 'word': 'LOAF', 'block': np.int64(1), 'modality': 'visual', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
59.2261 	EXP 	visual_stimulus: autoDraw = False
59.2261 	EXP 	auditory_icon: autoDraw = False
59.2261 	EXP 	visual_stimulus: autoDraw = False
59.2261 	EXP 	auditory_icon: autoDraw = False
59.2261 	EXP 	break_text: autoDraw = False
59.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
59.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
59.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
59.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
59.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
59.2261 	EXP 	visual_stimulus: height = np.float64(0.03)
59.2261 	EXP 	visual_stimulus: text = 'A bread pillow\n\nLOAF'
59.6949 	EXP 	Sound audio_stim reached end of file
59.7111 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
59.7048 	INFO 	Keyboard events cleared
59.7046 	EXP 	visual_stimulus: autoDraw = True
59.7046 	EXP 	auditory_icon: autoDraw = True
64.7078 	EXP 	Sound audio_stim stopped
64.7082 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'definition': 'A sleepy trumpet', 'word': 'HORN', 'block': np.int64(1), 'modality': 'visual', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
64.7208 	EXP 	visual_stimulus: autoDraw = False
64.7208 	EXP 	auditory_icon: autoDraw = False
64.7208 	EXP 	visual_stimulus: autoDraw = False
64.7208 	EXP 	auditory_icon: autoDraw = False
64.7208 	EXP 	break_text: autoDraw = False
64.7208 	EXP 	visual_stimulus: height = np.float64(0.03)
64.7208 	EXP 	visual_stimulus: height = np.float64(0.03)
64.7208 	EXP 	visual_stimulus: height = np.float64(0.03)
64.7208 	EXP 	visual_stimulus: height = np.float64(0.03)
64.7208 	EXP 	visual_stimulus: height = np.float64(0.03)
64.7208 	EXP 	visual_stimulus: height = np.float64(0.03)
64.7208 	EXP 	visual_stimulus: text = 'A sleepy trumpet\n\nHORN'
65.1944 	EXP 	Sound audio_stim reached end of file
65.2106 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
65.2041 	INFO 	Keyboard events cleared
65.2039 	EXP 	visual_stimulus: autoDraw = True
65.2039 	EXP 	auditory_icon: autoDraw = True
70.2115 	EXP 	Sound audio_stim stopped
70.2123 	EXP 	New trial (rep=0, index=12): <Trial 12 (12 in rep 0) data={'definition': 'A wooden toothpick for giants', 'word': 'LOG', 'block': np.int64(1), 'modality': 'visual', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 0}>
70.2246 	EXP 	visual_stimulus: autoDraw = False
70.2246 	EXP 	auditory_icon: autoDraw = False
70.2246 	EXP 	visual_stimulus: autoDraw = False
70.2246 	EXP 	auditory_icon: autoDraw = False
70.2246 	EXP 	break_text: autoDraw = False
70.2246 	EXP 	visual_stimulus: height = np.float64(0.03)
70.2246 	EXP 	visual_stimulus: height = np.float64(0.03)
70.2246 	EXP 	visual_stimulus: height = np.float64(0.03)
70.2246 	EXP 	visual_stimulus: height = np.float64(0.03)
70.2246 	EXP 	visual_stimulus: height = np.float64(0.03)
70.2246 	EXP 	visual_stimulus: height = np.float64(0.03)
70.2246 	EXP 	visual_stimulus: text = 'A wooden toothpick for giants\n\nLOG'
70.7038 	EXP 	Sound audio_stim reached end of file
70.7199 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
70.7134 	INFO 	Keyboard events cleared
70.7133 	EXP 	visual_stimulus: autoDraw = True
70.7133 	EXP 	auditory_icon: autoDraw = True
75.7196 	EXP 	Sound audio_stim stopped
75.7201 	EXP 	New trial (rep=0, index=13): <Trial 13 (13 in rep 0) data={'definition': 'A portable sunshade', 'word': 'VISOR', 'block': np.int64(1), 'modality': 'visual', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 0}>
75.7309 	EXP 	visual_stimulus: autoDraw = False
75.7309 	EXP 	auditory_icon: autoDraw = False
75.7309 	EXP 	visual_stimulus: autoDraw = False
75.7309 	EXP 	auditory_icon: autoDraw = False
75.7309 	EXP 	break_text: autoDraw = False
75.7309 	EXP 	visual_stimulus: height = np.float64(0.03)
75.7309 	EXP 	visual_stimulus: height = np.float64(0.03)
75.7309 	EXP 	visual_stimulus: height = np.float64(0.03)
75.7309 	EXP 	visual_stimulus: height = np.float64(0.03)
75.7309 	EXP 	visual_stimulus: height = np.float64(0.03)
75.7309 	EXP 	visual_stimulus: height = np.float64(0.03)
75.7309 	EXP 	visual_stimulus: text = 'A portable sunshade\n\nVISOR'
76.2031 	EXP 	Sound audio_stim reached end of file
76.2191 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
76.2126 	INFO 	Keyboard events cleared
76.2125 	EXP 	visual_stimulus: autoDraw = True
76.2125 	EXP 	auditory_icon: autoDraw = True
81.2181 	EXP 	Sound audio_stim stopped
81.2185 	EXP 	New trial (rep=0, index=14): <Trial 14 (14 in rep 0) data={'definition': 'A wooden river', 'word': 'PLANK', 'block': np.int64(1), 'modality': 'visual', 'thisN': 14, 'thisTrialN': 14, 'thisRepN': 0}>
81.2285 	EXP 	visual_stimulus: autoDraw = False
81.2285 	EXP 	auditory_icon: autoDraw = False
81.2285 	EXP 	visual_stimulus: autoDraw = False
81.2285 	EXP 	auditory_icon: autoDraw = False
81.2285 	EXP 	break_text: autoDraw = False
81.2285 	EXP 	visual_stimulus: height = np.float64(0.03)
81.2285 	EXP 	visual_stimulus: height = np.float64(0.03)
81.2285 	EXP 	visual_stimulus: height = np.float64(0.03)
81.2285 	EXP 	visual_stimulus: height = np.float64(0.03)
81.2285 	EXP 	visual_stimulus: height = np.float64(0.03)
81.2285 	EXP 	visual_stimulus: height = np.float64(0.03)
81.2285 	EXP 	visual_stimulus: text = 'A wooden river\n\nPLANK'
81.7022 	EXP 	Sound audio_stim reached end of file
81.7184 	EXP 	Playing sound audio_stim on speaker Speakers (Realtek(R) Audio)
81.7120 	INFO 	Keyboard events cleared
81.7118 	EXP 	visual_stimulus: autoDraw = True
81.7118 	EXP 	auditory_icon: autoDraw = True
86.7122 	EXP 	Sound audio_stim stopped
86.7127 	EXP 	New trial (rep=0, index=15): <Trial 15 (15 in rep 0) data={'definition': 'A pocket thunderbolt', 'word': 'BATTERY', 'block': np.int64(1), 'modality': 'visual', 'thisN': 15, 'thisTrialN': 15, 'thisRepN': 0}>
86.7240 	EXP 	visual_stimulus: autoDraw = False
86.7240 	EXP 	auditory_icon: autoDraw = False
86.7240 	EXP 	visual_stimulus: autoDraw = False
86.7240 	EXP 	auditory_icon: autoDraw = False
86.7240 	EXP 	break_text: autoDraw = False
86.7240 	EXP 	visual_stimulus: height = np.float64(0.03)
86.7240 	EXP 	visual_stimulus: height = np.float64(0.03)
86.7240 	EXP 	visual_stimulus: height = np.float64(0.03)
86.7240 	EXP 	visual_stimulus: height = np.float64(0.03)
86.7240 	EXP 	visual_stimulus: height = np.float64(0.03)
86.7240 	EXP 	visual_stimulus: height = np.float64(0.03)
86.7240 	EXP 	visual_stimulus: text = 'A pocket thunderbolt\n\nBATTERY'
87.2017 	EXP 	Sound audio_stim reached end of file
